Gender,Education_Level,Income_Category,Divorced,Married,Single,Unknown,Card_Category,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Avg_Trans_Value,Activity_Ratio,Attrition_Flag
1.05995352,-1.63721281,1.33976292,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,1.83097797,-1.80637630,1.55080796,1.40730526,-0.33908551,-0.44683022,1.92021611,-1.42685834,2.07932133,-0.40852661,-1.01456422,-0.46264720,-0.81383491,-0.99715138,-1.50495968,-0.90237024,0.00000000
1.05995352,-1.63721281,0.59729936,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,1.08234811,0.50336774,1.03621366,-0.52278417,-0.33908551,-0.44683022,-0.77033582,-1.42685834,-0.60882781,-0.07796437,-1.45446244,-2.12439296,-1.03189347,-0.99715138,-0.28024216,-1.80315666,1.00000000
1.05995352,0.59338777,0.59729936,3.54099904,-0.92821195,-0.79850522,-0.28260779,-0.25058588,-0.29013997,1.27328242,-0.89351498,0.12057897,-0.33908551,-0.44683022,-0.01306815,-1.42685834,0.14776358,-2.46776676,-1.27313741,-1.48525998,-1.39194366,-0.99715138,-1.07737266,-1.00635909,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,1.08234811,-1.03646162,0.00702505,0.12057897,-1.41403276,0.52808082,-0.89292588,-0.98388480,-0.78128635,1.14674161,-1.43318450,-1.82613090,-0.05823662,-0.08667169,-1.14878377,-1.49274073,1.00000000
1.05995352,0.59338777,2.08222648,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,1.33189140,-0.26654694,0.00702505,-0.52278417,-0.33908551,-0.44683022,2.19180708,0.18551626,2.16875555,2.43647623,-1.06590880,-1.57047771,-0.28643744,-0.79764387,0.01660893,-1.30126922,0.00000000
1.05995352,2.08045482,1.33976292,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-0.16536832,-0.26654694,0.52161935,1.40730526,0.73586174,-1.42174126,0.53039091,-0.57649639,0.59479626,0.88120801,-1.01733960,-0.63308267,-1.39194366,-0.78313424,-1.36101183,-0.75876661,0.00000000
-0.94343381,-0.89367928,-0.14516420,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,1.33189140,-1.80637630,1.16486223,-0.52278417,-0.33908551,-0.44683022,-0.77657133,-0.38998122,-0.73204215,2.43647623,-0.75922897,-0.84612699,0.48944537,0.34861741,-0.41567684,-1.04597387,0.00000000
1.05995352,-1.63721281,-0.14516420,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-1.91217133,-1.80637630,-1.79405502,-0.52278417,0.73586174,-1.90919677,-0.53130806,-0.06112552,-0.52410065,-0.18634543,-1.01363909,-0.84612699,-0.48928262,0.00038613,-1.12509729,0.15507464,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-1.53785640,-0.26654694,-1.53675786,1.40730526,-0.33908551,-0.44683022,-0.58465628,0.84690889,-0.67984911,1.14674161,-0.98172218,-1.27221565,1.80286790,0.83831764,-0.36316132,-0.51942725,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,0.83280482,-1.03646162,0.00702505,-1.16614732,-0.33908551,0.52808082,-0.89292588,-1.42685834,-0.73130840,-0.43020282,-1.45677526,-2.03917523,-2.41124069,-0.99715138,-0.66332917,-1.65230032,1.00000000
-0.94343381,-0.15014576,-0.88762776,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,-1.41308475,-1.03646162,-1.02216356,0.12057897,2.34828262,-0.44683022,-0.60474847,0.50578245,-0.66143618,-0.68489831,-0.84526585,-0.20699401,-0.63127425,0.62792791,-1.33953573,0.26697360,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-0.29013997,1.27328242,0.00702505,0.12057897,-1.41403276,-1.90919677,-0.85430731,-1.42685834,-0.69272431,-0.71741263,-1.14732004,-1.52786884,-1.63535788,-0.99715138,-0.45317163,-1.26935730,0.00000000
1.05995352,0.59338777,1.33976292,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,0.45848989,-1.03646162,1.16486223,-0.52278417,-0.33908551,-0.44683022,1.23749739,0.02722378,1.23315727,-1.08048918,-1.14084415,-0.80351813,-0.30672196,-0.74323274,-1.52136329,-1.02044434,0.00000000
1.05995352,1.33692130,1.33976292,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-1.66262804,0.50336774,-1.40810929,0.12057897,-0.33908551,0.52808082,1.18498057,1.15490434,1.05345816,1.10338919,-1.02797857,-1.18699792,0.74300184,-0.53284301,-0.68372274,-0.49453595,0.00000000
1.05995352,0.59338777,0.59729936,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,0.45848989,0.50336774,1.16486223,0.12057897,-0.33908551,0.52808082,1.93850693,-0.05499015,1.94281646,-0.50606956,-0.99097346,-1.44265111,-1.49336625,-0.81215351,-0.00987173,-1.40338736,0.00000000
1.05995352,-0.89367928,1.33976292,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,0.58326154,1.27328242,0.65026793,0.76394212,-0.33908551,-1.90919677,1.11057019,0.33644630,1.07145576,-0.90707948,-1.17646156,-0.93134473,-1.60493110,-0.67068456,-1.49483583,-0.98993343,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,1.20711975,1.27328242,1.29351081,0.76394212,0.73586174,-0.44683022,-0.50040765,-0.01572380,-0.49835024,1.69406597,-0.87718275,-0.63308267,0.10403953,-0.02137832,-1.00926827,-0.94607569,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,1.08234811,0.50336774,-0.89351498,1.40730526,-1.41403276,-0.44683022,-0.07223618,0.17938089,-0.09257359,-1.34060373,-1.28285125,-1.31482452,-0.01766758,-0.35147255,-1.38545840,-0.84789991,0.00000000
1.05995352,-0.15014576,-0.88762776,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,-2.53602954,-1.80637630,0.00702505,0.12057897,-1.41403276,0.52808082,-0.89292588,-0.83909013,-0.79762263,-1.07507013,-1.00022474,-1.18699792,-1.69114030,0.21077586,-0.58959816,-1.01406196,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-0.53968325,0.50336774,-0.37892068,1.40730526,0.73586174,0.52808082,0.10332798,-0.10530016,0.11495257,0.65360779,-1.05156932,-0.29221174,-1.46293948,-0.54372524,-1.71511715,-0.17564884,0.00000000
1.05995352,-0.15014576,1.33976292,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,0.95757647,-0.26654694,1.03621366,0.12057897,0.73586174,0.52808082,1.50590132,0.66530201,1.42933110,0.30136934,-1.27128715,-1.22960678,0.97120266,-0.66705715,-1.45659013,-1.25485188,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-0.29013997,0.50336774,0.00702505,0.12057897,-0.33908551,0.52808082,1.85120984,-0.42188513,1.89699180,-1.36769899,-1.23289435,-1.18699792,-0.81890604,-0.85568242,-1.37867589,-1.01406196,0.00000000
-0.94343381,0.59338777,-0.14516420,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,2.33006454,-1.80637630,2.25837513,0.76394212,0.73586174,-1.90919677,-0.68193019,0.49964708,-0.73785676,0.84869370,-0.93037760,-0.33482061,0.39309391,0.92537546,-1.41891275,-0.97081682,0.00000000
-0.94343381,-0.89367928,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-1.03876982,0.50336774,-0.89351498,0.12057897,-0.33908551,-0.44683022,0.47731982,0.44810999,0.42617260,2.11675210,-0.88597147,-1.14438905,0.11925291,-0.50745115,-0.28604639,-0.68944073,0.00000000
1.05995352,-0.89367928,0.59729936,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,1.45666304,0.50336774,0.52161935,1.40730526,-1.41403276,0.52808082,0.05898660,1.66168570,-0.12870724,2.43647623,-0.94055400,-1.18699792,1.78765451,0.10195359,-0.38723031,-1.13213605,0.00000000
-0.94343381,1.33692130,-0.14516420,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-0.91399818,0.50336774,-1.02216356,0.12057897,-0.33908551,-0.44683022,-0.64202294,1.29356365,-0.78755782,1.67238976,-0.90678684,-1.22960678,0.97120266,1.47674164,-0.18608260,-0.71773701,0.00000000
1.05995352,-0.89367928,2.08222648,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,0.70803318,-0.26654694,0.00702505,0.76394212,-1.41403276,-0.44683022,-0.67915885,0.23950750,-0.70573796,2.43647623,-1.06405855,-1.48525998,2.37590553,0.65694718,-0.20285074,-1.23744539,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-0.16536832,0.50336774,-0.63621783,0.12057897,-1.41403276,-1.90919677,0.13117991,-0.32126510,0.16714561,0.39891230,-0.94656733,-0.84612699,-0.18501485,-0.62715565,-0.93806826,-0.52714786,0.00000000
1.05995352,0.59338777,1.33976292,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,-0.53968325,0.50336774,-0.37892068,-0.52278417,0.73586174,-0.44683022,-0.57758937,1.23589119,-0.71667497,-1.23222267,-1.15379593,-1.27221565,-0.92032862,1.12125555,-0.98008071,-0.97634788,0.00000000
1.05995352,-0.15014576,0.59729936,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-0.53968325,-0.26654694,-1.02216356,1.40730526,-1.41403276,0.52808082,-0.07514609,-1.42685834,0.08574108,-0.54942198,-1.43873527,-1.74091317,-1.47815287,-0.99715138,-1.36468796,-1.21009232,1.00000000
1.05995352,1.33692130,2.08222648,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,1.33189140,1.27328242,1.93675369,0.12057897,-0.33908551,0.52808082,1.25675818,-1.42685834,1.41645590,-0.22969786,-0.93916631,-0.16438515,-0.27629518,-0.99715138,-1.56633354,-0.82071327,0.00000000
1.05995352,2.08045482,1.33976292,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,1.08234811,0.50336774,-0.12162353,0.12057897,-1.41403276,0.52808082,1.79897015,-1.42685834,1.95818364,0.70237926,-1.43919783,-1.69830431,-0.18501485,-0.99715138,-1.44807710,-1.37421075,1.00000000
-0.94343381,-0.15014576,-0.88762776,-0.28240402,-0.92821195,-0.79850522,3.53844579,-0.25058588,-0.29013997,0.50336774,-1.40810929,1.40730526,0.73586174,-0.44683022,-0.66502504,-0.15070188,-0.64759187,-0.12131680,0.16774898,0.55996557,-0.72762571,0.22528550,-0.18335401,1.38954368,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-1.16354147,0.50336774,-1.53675786,-0.52278417,-0.33908551,-0.44683022,0.37436468,0.47510561,0.32026365,-0.32182176,-1.10152622,-1.35743338,-1.94469678,-0.46754965,-0.63518679,-0.61516300,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,0.45848989,0.50336774,0.77891650,0.12057897,-1.41403276,-0.44683022,-0.78183687,-1.42685834,-0.62031859,-0.45187903,-0.94517964,-1.10178019,-1.81791854,-0.99715138,-0.55617186,-1.12803309,0.00000000
1.05995352,0.59338777,-0.14516420,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,0.58326154,-0.26654694,0.52161935,0.76394212,-1.41403276,-0.44683022,0.60383133,0.49473879,0.54731029,-1.15093687,-1.16859798,-1.65569544,-0.88483072,-0.53284301,-0.21684072,-1.44806404,0.00000000
1.05995352,0.59338777,1.33976292,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-1.16354147,-1.03646162,-1.92270359,1.40730526,-0.33908551,-1.90919677,-0.38276443,-1.42685834,-0.22160254,0.62651252,-1.04925650,-1.40004225,0.37788052,-0.99715138,-0.34408989,-0.44420631,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-1.28831311,-0.26654694,-1.53675786,-0.52278417,-1.41403276,0.52808082,-0.65934380,0.52786977,-0.71847473,0.63735063,-1.06220829,-1.01656246,-1.70635369,0.85282727,-1.05264517,-0.23221999,0.00000000
-0.94343381,-0.89367928,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,2.74549815,0.58326154,-0.26654694,0.00702505,0.76394212,0.73586174,-1.90919677,0.46817441,1.62241935,0.28454534,-0.08338342,-1.29071483,-1.65569544,0.77849974,-0.19549396,-0.80620540,-1.36509306,0.00000000
1.05995352,-1.63721281,-0.14516420,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,2.33006454,-1.03646162,2.25837513,-0.52278417,0.73586174,-0.44683022,-0.75024363,1.05305724,-0.86854702,0.83785559,-0.99513653,-0.80351813,-0.59577634,1.97369669,-1.12389155,-1.20702467,0.00000000
1.05995352,-0.15014576,0.59729936,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-0.41491161,-0.26654694,-1.02216356,0.12057897,-0.33908551,0.52808082,1.97799848,0.23582628,1.94946173,-0.33265986,-0.94240426,-0.42003834,-0.67184328,-0.77587942,-1.37462566,0.06182555,0.00000000
1.05995352,0.59338777,-0.14516420,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-0.04059668,0.50336774,-0.50756926,1.40730526,-0.33908551,0.52808082,0.49810485,-1.42685834,0.65848007,0.08460722,-1.24353332,-1.61308657,-0.07852113,-0.99715138,-0.68267694,-1.22547842,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-0.41491161,-0.26654694,-0.37892068,0.76394212,-0.33908551,-0.44683022,-0.54724324,-0.38139170,-0.50388796,-1.72535649,-1.13760620,-0.84612699,-1.92441226,-0.21000360,-1.47077852,-0.62821786,0.00000000
1.05995352,0.59338777,1.33976292,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,1.20711975,0.50336774,1.80810511,-0.52278417,0.73586174,0.52808082,0.01935648,0.25668653,-0.00978464,0.78366506,-0.99652423,-1.44265111,2.37590553,-0.37686442,-0.03234018,-1.48252891,0.00000000
1.05995352,0.59338777,0.59729936,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,-0.41491161,0.50336774,-0.25027210,1.40730526,-0.33908551,-1.90919677,0.81597713,1.66168570,0.62760727,-1.35686089,-1.12789236,-0.97395359,0.23588889,-0.33333551,-1.30457145,-0.77566116,0.00000000
1.05995352,0.59338777,1.33976292,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,0.83280482,-1.03646162,1.55080796,-0.52278417,0.73586174,0.52808082,2.21068681,0.29840702,2.20679279,2.43647623,-0.33181997,-0.76090926,-2.01569259,-0.83029056,0.59880813,-1.06990781,1.00000000
1.05995352,-0.89367928,0.59729936,-0.28240402,-0.92821195,-0.79850522,3.53844579,-0.25058588,0.45848989,-0.26654694,0.65026793,1.40730526,-0.33908551,-0.44683022,-0.64271578,0.73524520,-0.72525844,-0.48981240,-1.23705743,-1.40004225,1.50367126,0.97253177,-1.08051668,-1.29815586,0.00000000
-0.94343381,0.59338777,-0.14516420,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-0.41491161,0.50336774,0.00702505,1.40730526,-1.41403276,0.52808082,-0.68539436,1.49234956,-0.85331828,-0.31098365,-1.09921340,-0.33482061,-0.13937469,1.94105001,-1.79059476,-0.37582359,0.00000000
1.05995352,-0.89367928,1.33976292,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,0.95757647,0.50336774,0.00702505,1.40730526,-1.41403276,-0.44683022,-0.89292588,-0.03658405,-0.88816440,0.04125480,-0.93130272,-1.01656246,0.02290146,1.86124701,-0.65200351,-0.88641429,0.00000000
1.05995352,0.59338777,0.59729936,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-1.66262804,-0.26654694,-1.40810929,1.40730526,0.73586174,0.52808082,-0.22729245,-0.82436524,-0.13424496,1.63987544,-0.81473663,-0.24960288,-1.51365077,-0.71058606,-1.23982882,0.51643361,0.00000000
-0.94343381,-1.63721281,-0.14516420,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,1.45666304,-0.26654694,1.67945654,-0.52278417,-1.41403276,0.52808082,-0.23657643,0.00390938,-0.23696972,0.27969313,-1.17091080,-1.69830431,-2.29967584,-0.31157105,-0.10146813,-1.60866565,0.00000000
1.05995352,0.59338777,1.33976292,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,-0.66445489,0.50336774,-1.27946071,0.12057897,0.73586174,-0.44683022,0.54369333,0.79537180,0.45330744,0.01415953,-1.14870773,-1.44265111,-1.15360058,-0.44215778,-0.64835013,-0.82504523,0.00000000
1.05995352,1.33692130,0.59729936,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,0.20894661,0.50336774,0.39297078,0.76394212,-0.33908551,-0.44683022,-0.43625122,-0.25623020,-0.40711626,-0.82037464,-1.10013853,-0.84612699,-1.27530769,-0.26441473,-1.36630024,-0.86923094,0.00000000
1.05995352,-0.89367928,-0.14516420,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,1.08234811,-0.26654694,0.00702505,0.76394212,-0.33908551,-1.90919677,-0.22701532,1.66168570,-0.41445374,-0.78244126,-1.15795901,-1.05917132,-2.09683066,0.46469450,-1.29455204,-0.91832620,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,0.95757647,-0.26654694,1.16486223,-0.52278417,-1.41403276,0.52808082,-0.89292588,-1.05137384,-0.77367198,1.53691343,-1.50534446,-2.12439296,-1.72156708,-0.22451323,-0.70589441,-1.81185991,1.00000000
-0.94343381,1.33692130,-0.88762776,3.54099904,-0.92821195,-0.79850522,-0.28260779,8.73766621,0.58326154,0.50336774,-0.25027210,-0.52278417,-1.41403276,-0.44683022,2.21068681,0.50946367,2.20679279,-0.14299301,-0.93407811,-1.05917132,-1.12824493,-0.83029056,-0.59222580,-0.84323934,0.00000000
1.05995352,0.59338777,1.33976292,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,-1.41308475,0.50336774,-1.53675786,0.12057897,-1.41403276,-0.44683022,2.17254629,-0.36666682,2.20679279,2.43647623,-0.69447003,-0.03655855,1.50367126,-0.86293724,-1.17211653,0.86874118,0.00000000
1.05995352,-1.63721281,1.33976292,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,0.45848989,0.50336774,0.00702505,0.76394212,-0.33908551,0.52808082,2.21068681,0.62971687,2.20679279,-1.00462244,-1.22225538,-1.44265111,-0.77833700,-0.75048756,-0.94605707,-1.20553347,0.00000000
1.05995352,-0.89367928,1.33976292,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,1.08234811,1.27328242,0.65026793,-1.16614732,-0.33908551,-0.44683022,2.21068681,-0.32249217,2.20679279,1.51523722,-1.52754752,-2.33743729,-2.29967584,-0.87744688,0.35823609,-1.91460072,1.00000000
-0.94343381,-0.15014576,-0.88762776,3.54099904,-0.92821195,-0.79850522,-0.28260779,-0.25058588,-0.16536832,-1.80637630,-0.12162353,1.40730526,-1.41403276,0.52808082,-0.27149527,0.64198761,-0.34384777,-0.26763123,-1.25463485,-1.27221565,-0.57042069,0.03666022,-1.34160874,-1.04597388,0.00000000
1.05995352,-1.63721281,0.59729936,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-1.53785640,-0.26654694,0.00702505,1.40730526,-1.41403276,-0.44683022,0.09681534,1.42731466,-0.06446965,2.43647623,-0.66394082,-0.07916742,-0.44871358,-0.01412351,-1.07608277,-0.18435208,0.00000000
-0.94343381,0.59338777,-0.14516420,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,1.08234811,1.27328242,0.65026793,0.12057897,0.73586174,0.52808082,-0.65490966,1.66168570,-0.84196595,2.43647623,-0.85914276,-0.71830040,0.37788052,1.89752110,-0.86285357,-0.84983233,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,0.20894661,-0.26654694,0.00702505,0.76394212,-1.41403276,0.52808082,-0.10133521,-0.44519953,-0.05117912,1.27137983,-1.43133424,-1.82613090,-1.66578466,-0.59088156,-1.13823041,-1.49274073,1.00000000
1.05995352,0.59338777,0.59729936,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-0.04059668,1.27328242,-0.12162353,0.76394212,-1.41403276,-0.44683022,-0.87952647,-0.56790688,-0.81483110,2.43647623,-0.97154578,-1.69830431,1.92457500,0.65694718,0.89920164,-1.37421075,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,1.83097797,-1.80637630,2.25837513,-0.52278417,0.73586174,0.52808082,-0.79818775,-0.74705961,-0.71335233,0.57232199,-1.38739068,-2.03917523,-2.41124069,-0.05039760,-0.15118073,-1.82975444,1.00000000
1.05995352,-1.63721281,0.59729936,-0.28240402,-0.92821195,-0.79850522,3.53844579,-0.25058588,0.20894661,-1.03646162,-0.12162353,-0.52278417,-0.33908551,-0.44683022,1.28156164,0.06158184,1.27330576,-0.79869842,-1.19218873,-1.18699792,-1.42237044,-0.73960533,-1.24062650,-0.98032650,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,0.58326154,-1.03646162,0.77891650,1.40730526,-0.33908551,-0.44683022,-0.28549052,1.50216614,-0.45487912,0.04667385,-0.99189859,-0.67569153,0.23588889,0.49008636,-1.25442503,-0.85450236,0.00000000
1.05995352,2.08045482,0.59729936,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-0.91399818,0.50336774,-0.89351498,-0.52278417,-1.41403276,0.52808082,-0.60211570,1.66168570,-0.78921914,1.46104669,-1.08394879,-0.93134473,-1.82298967,1.58556391,-1.22486610,-0.49136676,0.00000000
1.05995352,0.59338777,2.08222648,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-0.41491161,0.50336774,-0.37892068,-0.52278417,-1.41403276,0.52808082,2.21068681,1.18558118,2.20679279,-0.89082233,-1.14963286,-1.14438905,-0.61098973,-0.77225201,-1.15669875,-0.87190887,0.00000000
1.05995352,0.59338777,0.59729936,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,0.83280482,0.50336774,1.42215938,1.40730526,1.81080899,0.52808082,1.16918395,-1.42685834,1.32895988,0.03041669,-1.23474461,-1.01656246,0.02290146,-0.99715138,-1.58069937,-1.19263290,0.00000000
1.05995352,-0.89367928,1.33976292,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-1.03876982,-0.26654694,0.00702505,0.76394212,0.73586174,0.52808082,-0.75869621,-0.39243536,-0.71390610,1.39059900,-1.14639491,-1.57047771,-1.53900642,0.27244181,-0.34408991,-1.30126922,0.00000000
-0.94343381,-0.89367928,-0.88762776,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,0.33371825,-0.26654694,0.90756508,0.12057897,-1.41403276,-0.44683022,-0.60197713,-1.42685834,-0.44061948,-1.46524195,-1.24122050,-1.14438905,-1.22459639,-0.99715138,-1.45913589,-1.17955865,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,-1.16354147,-1.80637630,-0.63621783,0.76394212,-0.33908551,-0.44683022,-0.72031320,0.26773019,-0.75003975,0.23092165,-0.90031095,-0.20699401,-1.39194366,0.87096432,-1.45465532,0.02873717,0.00000000
1.05995352,0.59338777,1.33976292,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,0.83280482,0.50336774,0.00702505,0.12057897,0.73586174,-0.44683022,2.21068681,1.66168570,2.20679279,-0.05628816,-1.14408209,-1.35743338,0.65679264,-0.73235051,-0.79700501,-1.14170963,0.00000000
1.05995352,1.33692130,-0.14516420,-0.28240402,-0.92821195,1.25233484,-0.28260779,2.74549815,-0.04059668,-0.26654694,0.52161935,0.12057897,-0.33908551,-0.44683022,1.04987792,-1.42685834,1.20976039,0.20382639,-1.16998567,-1.48525998,-0.18501485,-0.99715138,-0.64591605,-1.33318114,0.00000000
-0.94343381,-1.63721281,-0.88762776,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,-0.29013997,0.50336774,0.00702505,0.76394212,0.73586174,0.52808082,-0.49541925,-1.42685834,-0.33415676,-0.03461195,-1.07330982,-1.18699792,-0.81890604,-0.99715138,-0.83745955,-1.01406196,0.00000000
-0.94343381,0.59338777,-0.88762776,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,0.45848989,-1.03646162,1.29351081,0.12057897,-0.33908551,0.52808082,-0.80386899,0.08857745,-0.81330823,2.43647623,-1.20791590,-1.52786884,1.86372145,1.15390223,-0.71536809,-1.47054113,0.00000000
-0.94343381,-1.63721281,-0.14516420,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,1.45666304,-0.26654694,1.42215938,-0.52278417,-0.33908551,-0.44683022,-0.69758824,0.37448558,-0.73937963,-1.27015604,-1.30135380,-1.61308657,-1.43251270,0.87096432,-0.95139680,-1.53483730,0.00000000
1.05995352,-0.89367928,2.08222648,-0.28240402,-0.92821195,1.25233484,-0.28260779,-0.25058588,1.08234811,0.50336774,1.93675369,-0.52278417,-1.41403276,0.52808082,2.21068681,0.12661673,2.20679279,0.51271241,-1.28932714,-1.65569544,-1.70128256,-0.86293724,-0.79950807,-1.60912537,0.00000000
1.05995352,-0.15014576,1.33976292,-0.28240402,-0.92821195,-0.79850522,3.53844579,-0.25058588,-0.29013997,0.50336774,-0.12162353,1.40730526,-1.41403276,-0.44683022,-0.21080300,0.15852064,-0.22866313,1.49356101,-1.09967596,-1.14438905,-0.93047088,-0.26078733,-0.99173304,-0.94750282,0.00000000
1.05995352,-0.89367928,1.33976292,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,1.33189140,1.27328242,0.26432220,0.12057897,-1.41403276,0.52808082,1.04558235,0.47878683,0.99046656,-0.02377384,-0.94009144,-1.05917132,-0.83919055,-0.63078306,-0.61108993,-0.98550919,0.00000000
1.05995352,-0.89367928,-0.14516420,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,1.33189140,-1.03646162,1.55080796,0.76394212,-1.41403276,0.52808082,-0.73971255,0.93771233,-0.84501169,1.01668434,-1.20375283,-1.48525998,-1.72156708,1.74879733,-0.78715521,-1.47678477,0.00000000
1.05995352,-0.89367928,1.33976292,-0.28240402,1.07733583,-0.79850522,-0.28260779,-0.25058588,0.20894661,0.50336774,0.77891650,-1.80951046,-1.41403276,0.52808082,0.28776041,-1.42685834,0.44832349,-0.34349797,-1.45399987,-1.74091317,-2.41124069,-0.99715138,-1.44449776,-1.53832918,1.00000000
